 V1   V2   V3   V4   V5   V6   V7   V8   V9   V10  V11  V12  V13  V14  V15  V16  V17  V18  V19  V20  V21  V22  V23  V24  V25  V26  V27  V28  V29  V30 V31  V32  V33  V34  V35  V36  V37  V38  V39  V40  V41  V42  V43  V44  V45  V46  V47  V48  V49  V50  V51  V52  V53  V54  V55  V56  V57  V58  V59  V60   V61  V62  V63  V64  V65  V66  V67  V68  V69  V70  V71  V72  V73  V74  V75  V76  V77  V78  V79  V80  V81  V82  V83  V84  V85  V86  V87  V88  V89  V90   V91  V92  V93  V94  V95  V96  V97  V98  V99  V100 V101 V102 V103 V104 V105 V106 V107 V108 V109 V110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 V125 V126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160
1104.9 89.4 0.654 1.2 6.2 0.85 9.5 0.876 12 70 18.2 3000 34.8 0 1 1 0 0 1220804.01 7992.36 0.427716 1.44 38.44 0.7225 90.25 0.767376 144 4900 331.24 9000000 1211.04 1348866350.6 714516.984 0.279726264 1.728 238.328 0.614125 857.375 0.672221376 1728 343000 6028.568 27000000000 42144.192 98778.06 722.6046 1325.88 6850.38 939.165 10496.55 967.8924 13258.8 77343 20109.18 3314700 38450.52 58.4676 107.28 554.28 75.99 849.3 78.3144 1072.8 6258 1627.08 268200 3111.12 0.7848 4.0548 0.5559 6.213 0.572904 7.848 45.78 11.9028 1962 22.7592 7.44 1.02 11.4 1.0512 14.4 84 21.84 3600 41.76 5.27 58.9 5.4312 74.4 434 112.84 18600 215.76 8.075 0.7446 10.2 59.5 15.47 2550 29.58 8.322 114 665 172.9 28500 330.6 10.512 61.32 15.9432 2628 30.4848 840 218.4 36000 417.6 1274 210000 2436 54600 633.36 104400 1104.9 89.4 0.654 1.2 6.2 0.85 9.5 0.876 12 70 18.2 3000 34.8 0 1 0 0 12 70 18.2 0 0 0 0 0 0 34.8 0 0 0 0 0 0 0 0 0 -19.72705548 -17.96135896
1174.1 30.4 0.698 0 9.9 0.89 8.3 0.896 15 38 31.7 3000 19.5 0 1 0 0 1 1378510.81 924.16 0.487204 0 98.01 0.7921 68.89 0.802816 225 1444 1004.89 9000000 380.25 1618509542 28094.464 0.340068392 0 970.299 0.704969 571.787 0.719323136 3375 54872 31855.013 27000000000 7414.875 35692.64 819.5218 0 11623.59 1044.949 9745.03 1051.9936 17611.5 44615.8 37218.97 3522300 22894.95 21.2192 0 300.96 27.056 252.32 27.2384 456 1155.2 963.68 91200 592.8 0 6.9102 0.62122 5.7934 0.625408 10.47 26.524 22.1266 2094 13.611 0 0 0 0 0 0 0 0 0 8.811 82.17 8.8704 148.5 376.2 313.83 29700 193.05 7.387 0.79744 13.35 33.82 28.213 2670 17.355 7.4368 124.5 315.4 263.11 24900 161.85 13.44 34.048 28.4032 2688 17.472 570 475.5 45000 292.5 1204.6 114000 741 95100 618.15 58500 1174.1 30.4 0.698 0 9.9 0.89 8.3 0.896 15 38 31.7 3000 19.5 0 0 0 1 0 0 0 0 0 0 15 38 31.7 0 0 19.5 0 0 0 0 0 0 0 -19.63504064 -18.2783135
1016.1 14.5 0.948 1.3 8 0.9 5.1 0.875 12 100 20.6 3000 49.3 0 1 0 1 0 1032459.21 210.25 0.898704 1.69 64 0.81 26.01 0.765625 144 10000 424.36 9000000 2430.49 1049081803.3 3048.625 0.851971392 2.197 512 0.729 132.651 0.669921875 1728 1000000 8741.816 27000000000 119823.157 14733.45 963.2628 1320.93 8128.8 914.49 5182.11 889.0875 12193.2 101610 20931.66 3048300 50093.73 13.746 18.85 116 13.05 73.95 12.6875 174 1450 298.7 43500 714.85 1.2324 7.584 0.8532 4.8348 0.8295 11.376 94.8 19.5288 2844 46.7364 10.4 1.17 6.63 1.1375 15.6 130 26.78 3900 64.09 7.2 40.8 7 96 800 164.8 24000 394.4 4.59 0.7875 10.8 90 18.54 2700 44.37 4.4625 61.2 510 105.06 15300 251.43 10.5 87.5 18.025 2625 43.1375 1200 247.2 36000 591.6 2060 300000 4930 61800 1015.58 147900 1016.1 14.5 0.948 1.3 8 0.9 5.1 0.875 12 100 20.6 3000 49.3 0 0 1 0 0 0 0 12 100 20.6 0 0 0 0 49.3 0 0 0 0 0 0 0 0 -19.89777547 -20.24889675
878.8 53.8 0.653 0 -9.5 0.9 -4.9 0.887 12 79 19.5 3000 39.9 1 1 0 1 0 772289.44 2894.44 0.426409 0 90.25 0.81 24.01 0.786769 144 6241 380.25 9000000 1592.01 678687959.87 155720.872 0.278445077 0 -857.375 0.729 -117.649 0.697864103 1728 493039 7414.875 27000000000 63521.199 47279.44 573.8564 0 -8348.6 790.92 -4306.12 779.4956 10545.6 69425.2 17136.6 2636400 35064.12 35.1314 0 -511.1 48.42 -263.62 47.7206 645.6 4250.2 1049.1 161400 2146.62 0 -6.2035 0.5877 -3.1997 0.579211 7.836 51.587 12.7335 1959 26.0547 0 0 0 0 0 0 0 0 0 -8.55 46.55 -8.4265 -114 -750.5 -185.25 -28500 -379.05 -4.41 0.7983 10.8 71.1 17.55 2700 35.91 -4.3463 -58.8 -387.1 -95.55 -14700 -195.51 10.644 70.073 17.2965 2661 35.3913 948 234 36000 478.8 1540.5 237000 3152.1 58500 778.05 119700 878.8 53.8 0.653 0 -9.5 0.9 -4.9 0.887 12 79 19.5 3000 39.9 1 0 1 0 0 0 0 12 79 19.5 0 0 0 0 39.9 0 0 1 0 12 79 3000 53.8 -20.3867936 -19.28035488
964.5 89.6 0.949 8.8 9.5 0.9 -9.4 0.875 14 60 3.1 500 1.4 1 -1 1 0 0 930260.25 8028.16 0.900601 77.44 90.25 0.81 88.36 0.765625 196 3600 9.61 250000 1.96 897236011.13 719323.136 0.854670349 681.472 857.375 0.729 -830.584 0.669921875 2744 216000 29.791 125000000 2.744 86419.2 915.3105 8487.6 9162.75 868.05 -9066.3 843.9375 13503 57870 2989.95 482250 1350.3 85.0304 788.48 851.2 80.64 -842.24 78.4 1254.4 5376 277.76 44800 125.44 8.3512 9.0155 0.8541 -8.9206 0.830375 13.286 56.94 2.9419 474.5 1.3286 83.6 7.92 -82.72 7.7 123.2 528 27.28 4400 12.32 8.55 -89.3 8.3125 133 570 29.45 4750 13.3 -8.46 0.7875 12.6 54 2.79 450 1.26 -8.225 -131.6 -564 -29.14 -4700 -13.16 12.25 52.5 2.7125 437.5 1.225 840 43.4 7000 19.6 186 30000 84 1550 4.34 700 -964.5 -89.6 -0.949 -8.8 -9.5 -0.9 9.4 -0.875 -14 -60 -3.1 -500 -1.4 -1 -1 0 0 14 60 3.1 0 0 0 0 0 0 1.4 0 0 1 0 0 14 60 500 89.6 -23.45709549 -19.13607353
1011.2 3.8 0.867 9.2 8.5 0.92 -9.9 0.867 12 33 33.4 1250 60.8 1 1 0 0 1 1022525.44 14.44 0.751689 84.64 72.25 0.8464 98.01 0.751689 144 1089 1115.56 1562500 3696.64 1033977724.9 54.872 0.651714363 778.688 614.125 0.778688 -970.299 0.651714363 1728 35937 37259.704 1953125000 224755.712 3842.56 876.7104 9303.04 8595.2 930.304 -10010.88 876.7104 12134.4 33369.6 33774.08 1264000 61480.96 3.2946 34.96 32.3 3.496 -37.62 3.2946 45.6 125.4 126.92 4750 231.04 7.9764 7.3695 0.79764 -8.5833 0.751689 10.404 28.611 28.9578 1083.75 52.7136 78.2 8.464 -91.08 7.9764 110.4 303.6 307.28 11500 559.36 7.82 -84.15 7.3695 102 280.5 283.9 10625 516.8 -9.108 0.79764 11.04 30.36 30.728 1150 55.936 -8.5833 -118.8 -326.7 -330.66 -12375 -601.92 10.404 28.611 28.9578 1083.75 52.7136 396 400.8 15000 729.6 1102.2 41250 2006.4 41750 2030.72 76000 1011.2 3.8 0.867 9.2 8.5 0.92 -9.9 0.867 12 33 33.4 1250 60.8 1 0 0 1 0 0 0 0 0 0 12 33 33.4 0 0 60.8 0 0 1 12 33 1250 3.8 -18.00989647 -16.6314244
1145.7 12.2 0.947 8.5 -7 0.87 4.6 0.871 12 83 13 3000 22.2 1 -1 0 0 1 1312628.49 148.84 0.896809 72.25 49 0.7569 21.16 0.758641 144 6889 169 9000000 492.84 1503878461 1815.848 0.849278123 614.125 -343 0.658503 97.336 0.660776311 1728 571787 2197 27000000000 10941.048 13977.54 1084.9779 9738.45 -8019.9 996.759 5270.22 997.9047 13748.4 95093.1 14894.1 3437100 25434.54 11.5534 103.7 -85.4 10.614 56.12 10.6262 146.4 1012.6 158.6 36600 270.84 8.0495 -6.629 0.82389 4.3562 0.824837 11.364 78.601 12.311 2841 21.0234 -59.5 7.395 39.1 7.4035 102 705.5 110.5 25500 188.7 -6.09 -32.2 -6.097 -84 -581 -91 -21000 -155.4 4.002 0.75777 10.44 72.21 11.31 2610 19.314 4.0066 55.2 381.8 59.8 13800 102.12 10.452 72.293 11.323 2613 19.3362 996 156 36000 266.4 1079 249000 1842.6 39000 288.6 66600 -1145.7 -12.2 -0.947 -8.5 7 -0.87 -4.6 -0.871 -12 -83 -13 -3000 -22.2 -1 0 0 -1 0 0 0 0 0 0 12 83 13 0 0 22.2 0 0 1 12 83 3000 12.2 -18.80399305 -16.56453902
907.2 1.2 0.688 9.8 -9.7 0.91 -6 0.851 14 54 3.4 450 19.3 1 -1 0 0 1 823011.84 1.44 0.473344 96.04 94.09 0.8281 36 0.724201 196 2916 11.56 202500 372.49 746636341.25 1.728 0.325660672 941.192 -912.673 0.753571 -216 0.616295051 2744 157464 39.304 91125000 7189.057 1088.64 624.1536 8890.56 -8799.84 825.552 -5443.2 772.0272 12700.8 48988.8 3084.48 408240 17508.96 0.8256 11.76 -11.64 1.092 -7.2 1.0212 16.8 64.8 4.08 540 23.16 6.7424 -6.6736 0.62608 -4.128 0.585488 9.632 37.152 2.3392 309.6 13.2784 -95.06 8.918 -58.8 8.3398 137.2 529.2 33.32 4410 189.14 -8.827 58.2 -8.2547 -135.8 -523.8 -32.98 -4365 -187.21 -5.46 0.77441 12.74 49.14 3.094 409.5 17.563 -5.106 -84 -324 -20.4 -2700 -115.8 11.914 45.954 2.8934 382.95 16.4243 756 47.6 6300 270.2 183.6 24300 1042.2 1530 65.62 8685 -907.2 -1.2 -0.688 -9.8 9.7 -0.91 6 -0.851 -14 -54 -3.4 -450 -19.3 -1 0 0 -1 0 0 0 0 0 0 14 54 3.4 0 0 19.3 0 0 1 14 54 450 1.2 -19.50983787 -15.94835288
862.2 75.6 0.673 3 7.8 0.9 9.3 0.921 12 36 10.3 3000 70.7 0 -1 0 1 0 743388.84 5715.36 0.452929 9 60.84 0.81 86.49 0.848241 144 1296 106.09 9000000 4998.49 640949857.85 432081.216 0.304821217 27 474.552 0.729 804.357 0.781229961 1728 46656 1092.727 27000000000 353393.243 65182.32 580.2606 2586.6 6725.16 775.98 8018.46 794.0862 10346.4 31039.2 8880.66 2586600 60957.54 50.8788 226.8 589.68 68.04 703.08 69.6276 907.2 2721.6 778.68 226800 5344.92 2.019 5.2494 0.6057 6.2589 0.619833 8.076 24.228 6.9319 2019 47.5811 23.4 2.7 27.9 2.763 36 108 30.9 9000 212.1 7.02 72.54 7.1838 93.6 280.8 80.34 23400 551.46 8.37 0.8289 10.8 32.4 9.27 2700 63.63 8.5653 111.6 334.8 95.79 27900 657.51 11.052 33.156 9.4863 2763 65.1147 432 123.6 36000 848.4 370.8 108000 2545.2 30900 728.21 212100 -862.2 -75.6 -0.673 -3 -7.8 -0.9 -9.3 -0.921 -12 -36 -10.3 -3000 -70.7 0 0 -1 0 0 0 0 12 36 10.3 0 0 0 0 70.7 0 0 0 0 0 0 0 0 -19.60158828 -15.99410967
823.6 14.8 0.922 10 -9.9 0.93 -9.9 0.922 14 59 21.9 1250 14.8 1 1 0 0 1 678316.96 219.04 0.850084 100 98.01 0.8649 98.01 0.850084 196 3481 479.61 1562500 219.04 558661848.26 3241.792 0.783777448 1000 -970.299 0.804357 -970.299 0.783777448 2744 205379 10503.459 1953125000 3241.792 12189.28 759.3592 8236 -8153.64 765.948 -8153.64 759.3592 11530.4 48592.4 18036.84 1029500 12189.28 13.6456 148 -146.52 13.764 -146.52 13.6456 207.2 873.2 324.12 18500 219.04 9.22 -9.1278 0.85746 -9.1278 0.850084 12.908 54.398 20.1918 1152.5 13.6456 -99 9.3 -99 9.22 140 590 219 12500 148 -9.207 98.01 -9.1278 -138.6 -584.1 -216.81 -12375 -146.52 -9.207 0.85746 13.02 54.87 20.367 1162.5 13.764 -9.1278 -138.6 -584.1 -216.81 -12375 -146.52 12.908 54.398 20.1918 1152.5 13.6456 826 306.6 17500 207.2 1292.1 73750 873.2 27375 324.12 18500 823.6 14.8 0.922 10 -9.9 0.93 -9.9 0.922 14 59 21.9 1250 14.8 1 0 0 1 0 0 0 0 0 0 14 59 21.9 0 0 14.8 0 0 1 14 59 1250 14.8 -18.86447097 -17.38571848
806.5 46.3 0.927 10 9.2 0.87 6.9 0.898 14 67 18.3 3000 69.8 0 1 1 0 0 650442.25 2143.69 0.859329 100 84.64 0.7569 47.61 0.806404 196 4489 334.89 9000000 4872.04 524581674.63 99252.847 0.796597983 1000 778.688 0.658503 328.509 0.724150792 2744 300763 6128.487 27000000000 340068.392 37340.95 747.6255 8065 7419.8 701.655 5564.85 724.237 11291 54035.5 14758.95 2419500 56293.7 42.9201 463 425.96 40.281 319.47 41.5774 648.2 3102.1 847.29 138900 3231.74 9.27 8.5284 0.80649 6.3963 0.832446 12.978 62.109 16.9641 2781 64.7046 92 8.7 69 8.98 140 670 183 30000 698 8.004 63.48 8.2616 128.8 616.4 168.36 27600 642.16 6.003 0.78126 12.18 58.29 15.921 2610 60.726 6.1962 96.6 462.3 126.27 20700 481.62 12.572 60.166 16.4334 2694 62.6804 938 256.2 42000 977.2 1226.1 201000 4676.6 54900 1277.34 209400 806.5 46.3 0.927 10 9.2 0.87 6.9 0.898 14 67 18.3 3000 69.8 0 1 0 0 14 67 18.3 0 0 0 0 0 0 69.8 0 0 0 0 0 0 0 0 0 -18.29140841 -16.66852873
995.4 76.1 0.886 1.1 7.5 0.93 -8.5 0.892 12 79 4.9 3000 42.6 1 -1 0 1 0 990821.16 5791.21 0.784996 1.21 56.25 0.8649 72.25 0.795664 144 6241 24.01 9000000 1814.76 986263382.66 440711.081 0.695506456 1.331 421.875 0.804357 -614.125 0.709732288 1728 493039 117.649 27000000000 77308.776 75749.94 881.9244 1094.94 7465.5 925.722 -8460.9 887.8968 11944.8 78636.6 4877.46 2986200 42404.04 67.4246 83.71 570.75 70.773 -646.85 67.8812 913.2 6011.9 372.89 228300 3241.86 0.9746 6.645 0.82398 -7.531 0.790312 10.632 69.994 4.3414 2658 37.7436 8.25 1.023 -9.35 0.9812 13.2 86.9 5.39 3300 46.86 6.975 -63.75 6.69 90 592.5 36.75 22500 319.5 -7.905 0.82956 11.16 73.47 4.557 2790 39.618 -7.582 -102 -671.5 -41.65 -25500 -362.1 10.704 70.468 4.3708 2676 37.9992 948 58.8 36000 511.2 387.1 237000 3365.4 14700 208.74 127800 -995.4 -76.1 -0.886 -1.1 -7.5 -0.93 8.5 -0.892 -12 -79 -4.9 -3000 -42.6 -1 0 -1 0 0 0 0 12 79 4.9 0 0 0 0 42.6 0 0 1 0 12 79 3000 76.1 -19.51609814 -16.13748236
848 70.7 0.778 1.8 -8.1 0.9 6.9 0.917 15 98 14.9 450 1.1 1 -1 0 0 1 719104 4998.49 0.605284 3.24 65.61 0.81 47.61 0.840889 225 9604 222.01 202500 1.21 609800192 353393.243 0.470910952 5.832 -531.441 0.729 328.509 0.771095213 3375 941192 3307.949 91125000 1.331 59953.6 659.744 1526.4 -6868.8 763.2 5851.2 777.616 12720 83104 12635.2 381600 932.8 55.0046 127.26 -572.67 63.63 487.83 64.8319 1060.5 6928.6 1053.43 31815 77.77 1.4004 -6.3018 0.7002 5.3682 0.713426 11.67 76.244 11.5922 350.1 0.8558 -14.58 1.62 12.42 1.6506 27 176.4 26.82 810 1.98 -7.29 -55.89 -7.4277 -121.5 -793.8 -120.69 -3645 -8.91 6.21 0.8253 13.5 88.2 13.41 405 0.99 6.3273 103.5 676.2 102.81 3105 7.59 13.755 89.866 13.6633 412.65 1.0087 1470 223.5 6750 16.5 1460.2 44100 107.8 6705 16.39 495 -848 -70.7 -0.778 -1.8 8.1 -0.9 -6.9 -0.917 -15 -98 -14.9 -450 -1.1 -1 0 0 -1 0 0 0 0 0 0 15 98 14.9 0 0 1.1 0 0 1 15 98 450 70.7 -29.23896015 -24.87418075
850.9 78.9 0.848 9.9 -8.3 0.93 5.5 0.862 13 38 1.7 3000 61.5 1 -1 1 0 0 724030.81 6225.21 0.719104 98.01 68.89 0.8649 30.25 0.743044 169 1444 2.89 9000000 3782.25 616077816.23 491169.069 0.609800192 970.299 -571.787 0.804357 166.375 0.640503928 2197 54872 4.913 27000000000 232608.375 67136.01 721.5632 8423.91 -7062.47 791.337 4679.95 733.4758 11061.7 32334.2 1446.53 2552700 52330.35 66.9072 781.11 -654.87 73.377 433.95 68.0118 1025.7 2998.2 134.13 236700 4852.35 8.3952 -7.0384 0.78864 4.664 0.730976 11.024 32.224 1.4416 2544 52.152 -82.17 9.207 54.45 8.5338 128.7 376.2 16.83 29700 608.85 -7.719 -45.65 -7.1546 -107.9 -315.4 -14.11 -24900 -510.45 5.115 0.80166 12.09 35.34 1.581 2790 57.195 4.741 71.5 209 9.35 16500 338.25 11.206 32.756 1.4654 2586 53.013 494 22.1 39000 799.5 64.6 114000 2337 5100 104.55 184500 -850.9 -78.9 -0.848 -9.9 8.3 -0.93 -5.5 -0.862 -13 -38 -1.7 -3000 -61.5 -1 -1 0 0 13 38 1.7 0 0 0 0 0 0 61.5 0 0 1 0 0 13 38 3000 78.9 -18.44456368 -15.00953303
861.6 18.2 0.922 1 -0.3 0.9 5.2 0.866 13 73 18 425 70.7 1 1 0 1 0 742354.56 331.24 0.850084 1 0.09 0.81 27.04 0.749956 169 5329 324 180625 4998.49 639612688.9 6028.568 0.783777448 1 -0.027 0.729 140.608 0.649461896 2197 389017 5832 76765625 353393.243 15681.12 794.3952 861.6 -258.48 775.44 4480.32 746.1456 11200.8 62896.8 15508.8 366180 60915.12 16.7804 18.2 -5.46 16.38 94.64 15.7612 236.6 1328.6 327.6 7735 1286.74 0.922 -0.2766 0.8298 4.7944 0.798452 11.986 67.306 16.596 391.85 65.1854 -0.3 0.9 5.2 0.866 13 73 18 425 70.7 -0.27 -1.56 -0.2598 -3.9 -21.9 -5.4 -127.5 -21.21 4.68 0.7794 11.7 65.7 16.2 382.5 63.63 4.5032 67.6 379.6 93.6 2210 367.64 11.258 63.218 15.588 368.05 61.2262 949 234 5525 919.1 1314 31025 5161.1 7650 1272.6 30047.5 861.6 18.2 0.922 1 -0.3 0.9 5.2 0.866 13 73 18 425 70.7 1 0 1 0 0 0 0 13 73 18 0 0 0 0 70.7 0 0 1 0 13 73 425 18.2 -19.1594531 -17.68017299
879.1 1.6 0.93 7.8 -10 0.91 2.2 0.896 15 99 16.8 750 39.8 1 1 1 0 0 772816.81 2.56 0.8649 60.84 100 0.8281 4.84 0.802816 225 9801 282.24 562500 1584.04 679383257.67 4.096 0.804357 474.552 -1000 0.753571 10.648 0.719323136 3375 970299 4741.632 421875000 63044.792 1406.56 817.563 6856.98 -8791 799.981 1934.02 787.6736 13186.5 87030.9 14768.88 659325 34988.18 1.488 12.48 -16 1.456 3.52 1.4336 24 158.4 26.88 1200 63.68 7.254 -9.3 0.8463 2.046 0.83328 13.95 92.07 15.624 697.5 37.014 -78 7.098 17.16 6.9888 117 772.2 131.04 5850 310.44 -9.1 -22 -8.96 -150 -990 -168 -7500 -398 2.002 0.81536 13.65 90.09 15.288 682.5 36.218 1.9712 33 217.8 36.96 1650 87.56 13.44 88.704 15.0528 672 35.6608 1485 252 11250 597 1663.2 74250 3940.2 12600 668.64 29850 879.1 1.6 0.93 7.8 -10 0.91 2.2 0.896 15 99 16.8 750 39.8 1 1 0 0 15 99 16.8 0 0 0 0 0 0 39.8 0 0 1 0 0 15 99 750 1.6 -18.77792728 -18.40776452
1145.5 85.4 0.839 1.8 -9.4 0.86 -5.1 0.857 14 94 -2.7 450 32 1 -1 1 0 0 1312170.25 7293.16 0.703921 3.24 88.36 0.7396 26.01 0.734449 196 8836 7.29 202500 1024 1503091021.4 622835.864 0.590589719 5.832 -830.584 0.636056 -132.651 0.629422793 2744 830584 -19.683 91125000 32768 97825.7 961.0745 2061.9 -10767.7 985.13 -5842.05 981.6935 16037 107677 -3092.85 515475 36656 71.6506 153.72 -802.76 73.444 -435.54 73.1878 1195.6 8027.6 -230.58 38430 2732.8 1.5102 -7.8866 0.72154 -4.2789 0.719023 11.746 78.866 -2.2653 377.55 26.848 -16.92 1.548 -9.18 1.5426 25.2 169.2 -4.86 810 57.6 -8.084 47.94 -8.0558 -131.6 -883.6 25.38 -4230 -300.8 -4.386 0.73702 12.04 80.84 -2.322 387 27.52 -4.3707 -71.4 -479.4 13.77 -2295 -163.2 11.998 80.558 -2.3139 385.65 27.424 1316 -37.8 6300 448 -253.8 42300 3008 -1215 -86.4 14400 -1145.5 -85.4 -0.839 -1.8 9.4 -0.86 5.1 -0.857 -14 -94 2.7 -450 -32 -1 -1 0 0 14 94 -2.7 0 0 0 0 0 0 32 0 0 1 0 0 14 94 450 85.4 -19.63403071 -16.20158596
1070.2 67.2 0.754 4.4 7.6 0.9 -9.7 0.913 12 93 28.1 3000 14.1 1 1 0 1 0 1145328.04 4515.84 0.568516 19.36 57.76 0.81 94.09 0.833569 144 8649 789.61 9000000 198.81 1225730068.4 303464.448 0.428661064 85.184 438.976 0.729 -912.673 0.761048497 1728 804357 22188.041 27000000000 2803.221 71917.44 806.9308 4708.88 8133.52 963.18 -10380.94 977.0926 12842.4 99528.6 30072.62 3210600 15089.82 50.6688 295.68 510.72 60.48 -651.84 61.3536 806.4 6249.6 1888.32 201600 947.52 3.3176 5.7304 0.6786 -7.3138 0.688402 9.048 70.122 21.1874 2262 10.6314 33.44 3.96 -42.68 4.0172 52.8 409.2 123.64 13200 62.04 6.84 -73.72 6.9388 91.2 706.8 213.56 22800 107.16 -8.73 0.8217 10.8 83.7 25.29 2700 12.69 -8.8561 -116.4 -902.1 -272.57 -29100 -136.77 10.956 84.909 25.6553 2739 12.8733 1116 337.2 36000 169.2 2613.3 279000 1311.3 84300 396.21 42300 1070.2 67.2 0.754 4.4 7.6 0.9 -9.7 0.913 12 93 28.1 3000 14.1 1 0 1 0 0 0 0 12 93 28.1 0 0 0 0 14.1 0 0 1 0 12 93 3000 67.2 -22.08038982 -23.22723299
883 14.8 0.78 10 -5.5 0.91 -9.7 0.926 14 98 14.2 425 23.4 1 -1 1 0 0 779689 219.04 0.6084 100 30.25 0.8281 94.09 0.857476 196 9604 201.64 180625 547.56 688465387 3241.792 0.474552 1000 -166.375 0.753571 -912.673 0.794022776 2744 941192 2863.288 76765625 12812.904 13068.4 688.74 8830 -4856.5 803.53 -8565.1 817.658 12362 86534 12538.6 375275 20662.2 11.544 148 -81.4 13.468 -143.56 13.7048 207.2 1450.4 210.16 6290 346.32 7.8 -4.29 0.7098 -7.566 0.72228 10.92 76.44 11.076 331.5 18.252 -55 9.1 -97 9.26 140 980 142 4250 234 -5.005 53.35 -5.093 -77 -539 -78.1 -2337.5 -128.7 -8.827 0.84266 12.74 89.18 12.922 386.75 21.294 -8.9822 -135.8 -950.6 -137.74 -4122.5 -226.98 12.964 90.748 13.1492 393.55 21.6684 1372 198.8 5950 327.6 1391.6 41650 2293.2 6035 332.28 9945 -883 -14.8 -0.78 -10 5.5 -0.91 9.7 -0.926 -14 -98 -14.2 -425 -23.4 -1 -1 0 0 14 98 14.2 0 0 0 0 0 0 23.4 0 0 1 0 0 14 98 425 14.8 -19.24553242 -17.71560499
858.6 69.6 0.863 9.5 8.4 0.88 6.4 0.857 13 15 30.8 3000 5.4 0 1 0 1 0 737193.96 4844.16 0.744769 90.25 70.56 0.7744 40.96 0.734449 169 225 948.64 9000000 29.16 632954734.06 337153.536 0.642735647 857.375 592.704 0.681472 262.144 0.629422793 2197 3375 29218.112 27000000000 157.464 59758.56 740.9718 8156.7 7212.24 755.568 5495.04 735.8202 11161.8 12879 26444.88 2575800 4636.44 60.0648 661.2 584.64 61.248 445.44 59.6472 904.8 1044 2143.68 208800 375.84 8.1985 7.2492 0.75944 5.5232 0.739591 11.219 12.945 26.5804 2589 4.6602 79.8 8.36 60.8 8.1415 123.5 142.5 292.6 28500 51.3 7.392 53.76 7.1988 109.2 126 258.72 25200 45.36 5.632 0.75416 11.44 13.2 27.104 2640 4.752 5.4848 83.2 96 197.12 19200 34.56 11.141 12.855 26.3956 2571 4.6278 195 400.4 39000 70.2 462 45000 81 92400 166.32 16200 858.6 69.6 0.863 9.5 8.4 0.88 6.4 0.857 13 15 30.8 3000 5.4 0 0 1 0 0 0 0 13 15 30.8 0 0 0 0 5.4 0 0 0 0 0 0 0 0 -22.0233825 -16.32438209
1198.2 1.5 0.733 0.7 -10 0.85 6 0.916 13 94 3.9 400 16.1 1 -1 0 0 1 1435683.24 2.25 0.537289 0.49 100 0.7225 36 0.839056 169 8836 15.21 160000 259.21 1720235658.2 3.375 0.393832837 0.343 -1000 0.614125 216 0.768575296 2197 830584 59.319 64000000 4173.281 1797.3 878.2806 838.74 -11982 1018.47 7189.2 1097.5512 15576.6 112630.8 4672.98 479280 19291.02 1.0995 1.05 -15 1.275 9 1.374 19.5 141 5.85 600 24.15 0.5131 -7.33 0.62305 4.398 0.671428 9.529 68.902 2.8587 293.2 11.8013 -7 0.595 4.2 0.6412 9.1 65.8 2.73 280 11.27 -8.5 -60 -9.16 -130 -940 -39 -4000 -161 5.1 0.7786 11.05 79.9 3.315 340 13.685 5.496 78 564 23.4 2400 96.6 11.908 86.104 3.5724 366.4 14.7476 1222 50.7 5200 209.3 366.6 37600 1513.4 1560 62.79 6440 -1198.2 -1.5 -0.733 -0.7 10 -0.85 -6 -0.916 -13 -94 -3.9 -400 -16.1 -1 0 0 -1 0 0 0 0 0 0 13 94 3.9 0 0 16.1 0 0 1 13 94 400 1.5 -20.17053081 -16.96906692
949.6 89.7 0.729 5.6 -9.8 0.94 -5.9 0.852 13 85 16.2 750 29.7 1 1 0 0 1 901740.16 8046.09 0.531441 31.36 96.04 0.8836 34.81 0.725904 169 7225 262.44 562500 882.09 856292455.94 721734.273 0.387420489 175.616 -941.192 0.830584 -205.379 0.618470208 2197 614125 4251.528 421875000 26198.073 85179.12 692.2584 5317.76 -9306.08 892.624 -5602.64 809.0592 12344.8 80716 15383.52 712200 28203.12 65.3913 502.32 -879.06 84.318 -529.23 76.4244 1166.1 7624.5 1453.14 67275 2664.09 4.0824 -7.1442 0.68526 -4.3011 0.621108 9.477 61.965 11.8098 546.75 21.6513 -54.88 5.264 -33.04 4.7712 72.8 476 90.72 4200 166.32 -9.212 57.82 -8.3496 -127.4 -833 -158.76 -7350 -291.06 -5.546 0.80088 12.22 79.9 15.228 705 27.918 -5.0268 -76.7 -501.5 -95.58 -4425 -175.23 11.076 72.42 13.8024 639 25.3044 1105 210.6 9750 386.1 1377 63750 2524.5 12150 481.14 22275 949.6 89.7 0.729 5.6 -9.8 0.94 -5.9 0.852 13 85 16.2 750 29.7 1 0 0 1 0 0 0 0 0 0 13 85 16.2 0 0 29.7 0 0 1 13 85 750 89.7 -19.77122194 -18.26196905
