V1  V2  V3  V4  V5  V6  V7  V8  V9  V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32
813.3 8.7 0.821 0.6 3.6 0.95 -9.2 0.913 12 97 -4 3000 7.1 0 -1 0 0 1 -22.8229101 -22.3735257 -26.5670003 -28.3439629 -24.3806466 -23.1086892 -22.163383 -22.3282138 -22.4068886 -23.9656662 -30.5540607 -26.8744298 -29.7405096 -29.695377
1058.7 6.9 0.948 9.1 9.8 0.91 -7.7 0.869 14 82 7.6 3000 22.9 0 -1 0 1 0 -22.4736914 -21.2040473 -25.9082545 -26.8886077 -22.3850502 -22.4171729 -21.2276125 -21.3322557 -21.3500636 -23.0723138 -28.0469912 -26.2667168 -30.0566782 -29.6349842
1177.8 23.3 0.869 9.5 9.7 0.9 3.4 0.878 15 27 23.7 400 9 1 1 1 0 0 -22.1079615 -20.7261701 -25.2654612 -25.972793 -21.128831 -20.608153 -20.9180649 -21.3442784 -21.7338672 -23.0582708 -26.1890556 -25.4253875 -28.6768512 -28.1579761
1066 9.3 0.938 10 5.7 0.94 9.5 0.851 13 41 25.7 3000 39.7 0 1 0 1 0 -22.8164007 -20.6171056 -24.9898232 -25.2969374 -20.5426123 -20.1449685 -20.6361711 -21.1515902 -21.6458262 -22.9415098 -27.2018395 -25.989116 -30.967555 -29.974324
1176.2 11.1 0.887 0.2 -6.2 0.86 1.9 0.917 13 30 36 3000 25.8 0 1 0 0 1 -23.9850492 -21.3227405 -26.5760125 -27.0465734 -20.7739278 -20.3558488 -20.8255201 -21.2426278 -21.6328292 -23.0511687 -28.1601804 -26.5553363 -32.729177 -31.8975785
1181.8 57.8 0.882 9.2 -6.5 0.92 9.9 0.853 12 22 34.4 3000 29.9 0 1 0 0 1 -22.1313969 -20.1613669 -24.3821982 -24.6539621 -20.0983975 -19.6599354 -20.0472648 -20.4616711 -20.8389012 -22.1946825 -26.1530596 -24.9876872 -29.522159 -28.6794157
1073.9 43.4 0.818 8.4 -3.5 0.93 8 0.899 13 35 35.6 750 5.5 1 1 0 1 0 -27.395949 -24.4413681 -28.1160166 -28.6808432 -24.2685646 -23.9723432 -24.6565125 -25.3037434 -25.928275 -27.6063285 -33.8141305 -32.2825494 -38.9072947 -37.5526726
1025.3 9.3 0.709 4.8 -9.9 0.92 6.5 0.921 13 99 -4.7 425 40.1 1 -1 1 0 0 -21.5984146 -21.0231555 -24.9431736 -26.7817253 -22.3007207 -21.5142464 -21.6078157 -21.9573543 -22.2135883 -23.2552641 -25.418689 -24.7901898 -26.3685907 -25.89319
1060.4 86.5 0.88 1 8.9 0.87 -9.9 0.865 14 86 21 3000 30.1 0 1 0 0 1 -25.2000428 -21.8419788 -25.8638959 -26.1145761 -21.0898468 -20.6306867 -21.1992071 -21.6749247 -22.1031806 -23.589023 -29.996333 -28.000926 -35.2999883 -33.5473782
1199 36.8 0.656 4.7 -9.5 0.91 -7.1 0.875 12 98 5.5 3000 5.2 1 -1 0 0 1 -24.707322 -23.2671585 -27.3228014 -28.7906581 -24.1918859 -23.5886718 -23.9603056 -24.5345389 -25.0194818 -26.424751 -30.4028102 -30.0115678 -33.369395 -32.5737641
1145 10 0.91 0.4 1.8 0.92 -9.5 0.915 12 66 19 1250 69.5 1 1 0 0 1 -23.4246881 -21.047197 -25.032042 -25.7163068 -20.9286923 -20.409916 -20.8304057 -21.2573601 -21.6263936 -23.0208634 -27.7675284 -26.3450997 -31.5110611 -30.1093892
1163.2 2.9 0.892 0.9 -9.4 0.86 2.6 0.852 15 77 11.1 3000 6.1 0 -1 0 0 1 -24.0179434 -22.4835266 -28.2683552 -29.4686151 -23.1128259 -22.6780149 -23.2326291 -23.8470588 -24.4860071 -25.5494568 -28.9147589 -28.373989 -32.4878629 -32.0538697
850.9 14 0.944 6.3 5.7 0.94 9 0.87 15 98 14.2 450 8.8 1 -1 1 0 0 -24.2793642 -21.8620753 -26.3076666 -27.0272517 -21.8889799 -21.3328074 -21.806497 -22.3143728 -22.7451935 -24.2057817 -29.4346508 -28.1864955 -33.8958704 -32.5015902
1140.7 1.1 0.926 0.1 8.8 0.89 -7.3 0.856 15 28 33 3000 30 0 1 1 0 0 -22.9498162 -20.7162902 -25.2969374 -25.7979598 -20.4795357 -20.038655 -20.4632119 -20.887551 -21.2792632 -22.6625977 -27.0245217 -25.7186678 -30.8325483 -29.9582063
1003.3 64.4 0.806 1.3 6.4 0.93 9.9 0.893 15 86 12.5 3000 50.8 0 -1 0 0 1 -23.3569974 -21.3609783 -25.2395098 -26.1848083 -21.6567027 -21.318742 -22.1795536 -22.9305408 -23.8529868 -24.1087867 -27.6684115 -26.548877 -30.7808374 -29.4592371
1102.5 81 0.936 0.2 -9.1 0.93 1.7 0.901 15 55 22 3000 69.4 0 1 0 0 1 -23.533681 -21.2110262 -26.8090411 -27.4757282 -21.016966 -20.5293451 -20.9564597 -21.3905504 -21.7779569 -23.1591538 -27.8083551 -26.4253498 -32.0316191 -31.1990999
997.8 5.1 0.802 9.9 -7.5 0.88 -3.7 0.866 15 84 3.4 450 48.4 1 -1 0 0 1 -21.6595042 -20.6435309 -25.0107098 -26.3520336 -21.6160842 -20.9437878 -21.1686159 -21.5869641 -21.9192705 -23.1109732 -25.8986579 -25.1886741 -27.6896041 -27.0125975
1133.6 76.6 0.707 9.8 7.9 0.92 3.7 0.92 15 37 28.1 1250 70.8 1 1 0 0 1 -23.2239361 -20.9374496 -24.5789085 -25.1076954 -20.8089327 -20.3359647 -20.7414298 -21.1543565 -21.5365488 -22.9396732 -27.3420898 -26.025792 -30.6443065 -29.4160036
1138.6 9.5 0.937 9.5 -9.7 0.93 -9.1 0.889 14 90 0.2 3000 3.8 0 -1 1 0 0 -23.0031114 -22.3483251 -26.8549124 -28.2277678 -24.1516289 -23.3479864 -22.3442704 -22.5136263 -22.6025459 -24.1931704 -31.869467 -27.6014623 -30.9585964 -30.9768784
818.8 87.2 0.849 1.7 -7.3 0.9 9.2 0.867 15 35 31.4 3000 8.2 0 1 0 0 1 -24.467658 -21.9898235 -26.251248 -26.6693747 -21.748256 -21.36591 -21.8876975 -22.4004474 -22.9089572 -24.312481 -29.0954933 -27.788494 -33.2805995 -32.2037241
1022.6 13.6 0.754 0.3 -8.5 0.88 -2.2 0.86 15 37 30.4 1250 70.3 1 1 0 0 1 -24.238192 -21.6897978 -27.3235364 -27.699407 -21.2657541 -20.8139567 -21.2700641 -21.6990412 -22.1051698 -23.5606278 -28.5483123 -27.0382469 -33.0451984 -32.3019038
1196.6 80 0.675 0.4 -8.9 0.94 7.1 0.914 14 97 7.1 3000 38.2 0 -1 1 0 0 -23.2830685 -21.7460288 -26.1167734 -27.3888596 -22.3861045 -21.9182789 -22.5570981 -23.1869591 -23.8133088 -24.4774308 -27.4826011 -26.5670003 -30.0956547 -29.136099
1070.6 23 0.703 3.3 9.2 0.91 7.1 0.911 12 53 24.9 3000 1.2 0 1 0 1 0 -37.9752465 -36.2674825 -70 -70 -38.1148465 -38.0853395 -38.967107 -70 -70 -70 -70 -70 -70 -70
1075.5 79.2 0.74 0.3 -9.9 0.87 -7.4 0.898 15 87 9.9 400 1.9 1 -1 1 0 0 -27.0516027 -25.427152 -29.5815419 -31.0609267 -26.2562934 -25.7075027 -26.1291684 -26.7460147 -27.2803642 -28.749428 -33.3567425 -33.1549852 -37.4640502 -36.818622
1160 78.9 0.789 10 -7.6 0.88 7.3 0.862 12 93 12.3 450 3.5 1 -1 0 0 1 -25.3748989 -23.4229015 -27.6403646 -28.4909315 -23.9167176 -23.3789608 -23.8250255 -24.4077549 -24.9084108 -26.375975 -31.3251141 -30.809475 -35.8713404 -35.0044693
809.9 34.2 0.885 0.3 -9.5 0.86 -8.7 0.869 14 80 26.3 3000 3.9 0 1 0 1 0 -32.4806862 -28.5754542 -32.273997 -32.9969751 -28.3995386 -28.3427397 -29.3837522 -30.449947 -31.6851839 -33.3152951 -70 -38.8349924 -70 -70
1111 89.6 0.883 9.5 -9.7 0.85 6.5 0.911 15 35 29.4 3000 59.7 0 1 0 1 0 -22.6570498 -20.3775507 -24.3340738 -24.7693918 -20.2218847 -19.8170254 -20.2856563 -20.7602411 -21.2084237 -22.5118304 -26.7929082 -25.5162124 -30.3628518 -29.2621935
1094.5 25 0.708 0.4 6 0.86 -10 0.865 14 50 -10.1 3000 27.9 0 -1 1 0 0 -20.9842411 -21.5096254 -25.6299466 -27.467203 -23.9031614 -20.9826844 -19.7051408 -19.7863885 -19.8692761 -21.2659262 -24.2051311 -22.3382189 -28.08878 -24.9891107
895.8 83.5 0.708 9.9 -7.7 0.93 7.1 0.893 12 55 2.6 400 3.1 1 -1 0 0 1 -23.9519395 -23.4652866 -27.5671078 -29.0774902 -24.909068 -24.2554835 -24.4508861 -24.9156643 -25.3086334 -26.4861616 -28.9004217 -28.6377838 -30.4163304 -30.1865648
924.6 80.1 0.672 0.2 7.4 0.91 8.9 0.887 14 32 31.6 750 4.2 1 1 1 0 0 -25.33124 -22.9360102 -26.5756643 -27.1793088 -22.7665683 -22.3148638 -22.8011087 -23.2683047 -23.7013547 -25.1834703 -29.8753373 -28.5480621 -33.4834196 -32.2501888
959.8 52.8 0.88 0.4 9.8 0.88 -9.9 0.894 12 53 19.9 750 50.1 1 1 1 0 0 -22.9187919 -20.8604611 -25.1680193 -25.7998807 -20.8860201 -20.3544647 -20.7300891 -21.1447079 -21.5045887 -22.8645828 -27.0719769 -25.8311281 -30.5091481 -29.4450262
1151.6 56.8 0.942 0.4 -7.9 0.94 -6.2 0.925 13 49 -0.1 400 5.4 1 -1 0 0 1 -22.339225 -22.1400194 -26.9735011 -28.8582625 -23.5809768 -22.9116298 -23.0600284 -23.5064707 -23.9022001 -25.022423 -27.019084 -26.7963744 -28.1975356 -28.200359
1068 0.1 0.768 0.6 10 0.91 1.4 0.926 12 93 -0.6 3000 50.4 0 -1 1 0 0 -22.2627114 -21.4932941 -27.7970757 -29.3141056 -22.7581165 -25.2258794 -21.72321 -21.7471418 -21.7374451 -23.5025972 -27.3272197 -26.2241891 -29.5214966 -31.0830908
1174.8 3 0.775 5.2 3.8 0.9 3.4 0.906 12 66 20.6 400 70.4 1 1 1 0 0 -24.1126335 -21.4738303 -25.4253875 -26.1990366 -21.199368 -20.7015043 -21.1709602 -21.6222079 -22.0263226 -23.4765226 -28.6582434 -27.1098492 -32.7090791 -31.1194117
920.7 89.8 0.704 6.9 3.5 0.86 9.3 0.863 12 35 12.8 800 3.9 1 -1 0 1 0 -26.1930835 -25.7028386 -30.4306933 -31.9331281 -27.4783 -27.0449025 -27.467203 -28.2000057 -28.882435 -30.3755279 -33.307383 -33.2339633 -35.5576537 -35.4081835
1092.8 84.3 0.747 8.1 7.6 0.95 9.6 0.878 15 65 -1.8 450 33.4 1 -1 0 0 1 -21.1883217 -20.8402492 -24.8992544 -26.4389185 -22.1990474 -21.479992 -21.5962576 -21.9813429 -22.2968541 -23.3557449 -25.3056965 -24.8300879 -25.983132 -25.6566624
882.6 1.7 0.801 2 -3.6 0.92 1.2 0.864 14 97 1.4 500 62.6 1 -1 0 0 1 -22.3977757 -21.3796954 -27.1529253 -28.7136616 -22.3698865 -21.701964 -21.9505073 -22.4020538 -22.7704338 -24.0018917 -26.9005782 -26.2449768 -29.4370824 -29.0690299
814.1 81.6 0.747 8.9 8.8 0.93 -5 0.916 15 38 29.5 425 69.4 1 1 0 1 0 -23.6925509 -21.0792268 -24.6199077 -25.0870597 -20.7687864 -20.2986519 -20.7630467 -21.19969 -21.6095124 -23.0739913 -28.0404942 -26.5300782 -31.8307262 -30.3742841
943 81 0.711 6.5 9.2 0.95 -6.2 0.927 13 25 32.1 1250 69.8 1 1 1 0 0 -22.6951094 -20.6821239 -24.2558255 -24.9336949 -20.746944 -20.2766588 -20.6481584 -21.0580395 -21.437841 -22.8091279 -26.7079534 -25.5779235 -29.4154078 -28.3535971
1074.7 8.7 0.932 0.1 -5 0.86 9.3 0.891 15 22 11.4 3000 18.3 0 -1 0 1 0 -21.1990461 -21.0319673 -26.0053162 -27.3191344 -22.4486759 -23.4834518 -21.9113653 -21.8567802 -21.8310198 -23.4818728 -26.6132574 -24.8888916 -27.1381558 -28.0925805
1056.1 81.7 0.87 8.3 -9.2 0.89 -7.2 0.87 12 19 4.3 425 67.2 1 -1 0 1 0 -19.9591943 -20.1102447 -24.9411349 -26.3623848 -21.5531495 -20.8658668 -20.9191591 -21.3063038 -21.6811601 -22.6674774 -24.0469468 -23.8326148 -24.5237475 -24.7295995
1085.8 88.9 0.66 9.9 7.3 0.88 -5.1 0.907 14 68 -3.6 750 2.1 1 -1 1 0 0 -24.0263388 -23.7519346 -27.8405083 -29.61588 -25.2911402 -24.5408882 -24.639799 -25.0387559 -25.3586891 -26.4229567 -28.4959061 -28.1651154 -29.7638634 -29.6217194
804.1 84.3 0.742 9.6 9.9 0.91 6.8 0.894 12 86 9.4 3000 9.6 0 -1 1 0 0 -23.2693247 -21.6360627 -25.6386364 -26.7651819 -22.3262248 -21.8598916 -22.452614 -23.1256713 -23.8610226 -24.8060772 -28.0601132 -27.3323991 -30.6539191 -29.5627325
1120.7 87.7 0.674 1.1 -9.6 0.91 8.4 0.853 15 46 22.2 1750 9.2 1 1 0 0 1 -24.3962719 -22.4144563 -27.0719769 -27.6112185 -22.5372709 -22.0381702 -22.4571338 -22.9214909 -23.3352334 -24.7501387 -28.9605571 -27.860057 -32.5764306 -31.7168024
1065.6 88.4 0.865 7.9 7.5 0.92 -9.9 0.895 14 78 6.5 450 59.9 1 -1 0 0 1 -21.6241755 -20.3918061 -24.7252135 -25.7439515 -21.1485256 -20.5113855 -20.7609677 -21.1582113 -21.4689703 -22.668876 -25.6984857 -24.8503402 -27.8770495 -27.1128227
871.8 2.3 0.669 7.4 -9.5 0.88 -9.4 0.867 14 25 15 3000 18.2 0 -1 0 1 0 -22.049783 -21.5950613 -25.8926624 -27.0516027 -23.3291205 -22.3993779 -21.3760391 -21.4435787 -21.4829803 -23.0099776 -27.0538461 -24.689745 -28.4724363 -29.8612855
1150.2 76.4 0.796 2.4 -8.6 0.87 8.3 0.923 12 78 -4.3 450 51.1 1 -1 1 0 0 -21.1951913 -20.8194464 -25.2285907 -26.9469147 -22.1470544 -21.4226323 -21.5497159 -21.9481219 -22.2763234 -23.3546328 -25.3709261 -24.8973032 -26.2459775 -25.9388978
1000.1 21.7 0.931 4.5 -7.6 0.94 5.8 0.863 13 24 27.5 3000 69 0 1 0 1 0 -21.7851605 -20.2389895 -24.8478634 -25.5564665 -20.4850366 -20.0311192 -20.3939621 -20.8476959 -21.2733522 -22.5311547 -25.7194067 -24.8947074 -28.4348764 -27.9036176
857.2 9.5 0.775 9.7 -6.2 0.95 5.3 0.926 15 94 2 3000 7.8 0 -1 0 1 0 -26.3514771 -25.4896617 -29.6275932 -31.4319501 -27.3465943 -27.8691514 -27.9791612 -28.0835778 -28.1924385 -30.334233 -32.9128748 -34.9552013 -34.16034 -33.3897879
808.4 4.8 0.946 1.6 -6.7 0.92 9.7 0.874 12 93 11.9 3000 19.4 1 -1 1 0 0 -23.246747 -21.1840323 -26.0379159 -26.8258854 -21.4084448 -20.8237494 -21.2223276 -21.6824641 -22.0584869 -23.431416 -27.9117938 -26.7083508 -31.751915 -30.6079316
1140.5 79 0.936 3 -9.4 0.86 8.6 0.913 15 50 34.4 750 12.1 1 1 1 0 0 -25.9516841 -21.8841792 -25.2115423 -25.4566104 -20.6416858 -20.2310116 -20.8629878 -21.3107925 -21.7490925 -23.3452301 -30.7477917 -28.2882222 -36.5766922 -34.5923882
1056.4 24.5 0.733 0.2 -9.1 0.9 -7.8 0.906 15 72 24.1 3000 69.7 0 1 1 0 0 -25.3467018 -22.0197195 -25.4213192 -25.9524303 -21.3169297 -20.8555409 -21.3928918 -21.8355715 -22.2315019 -23.6972366 -29.8256491 -27.8219395 -34.6055574 -32.64853
1127.3 12.6 0.674 0.6 9.5 0.9 7.4 0.887 14 78 13.6 450 24.2 1 -1 0 1 0 -24.4246228 -22.4754201 -26.33192 -27.5577707 -22.926911 -22.3442704 -22.7550607 -23.245376 -23.6487261 -25.0395047 -29.1648878 -27.9999132 -32.00191 -30.7088315
911.5 17.5 0.896 9.5 8.3 0.88 -3.9 0.89 13 41 31.3 800 69.8 1 1 0 1 0 -23.6287918 -20.7546533 -24.6342893 -24.9834289 -20.1944039 -19.737076 -20.2291795 -20.6612304 -21.0708395 -22.5558473 -28.0168307 -26.3047422 -32.4874772 -31.057844
1179.6 61.1 0.658 8.6 1.2 0.94 -9.9 0.874 15 62 1.8 800 60.5 1 -1 1 0 0 -21.3517495 -20.7394969 -24.5051382 -25.8781757 -21.9382996 -21.2234813 -21.3405637 -21.6916396 -21.9635569 -23.0228554 -25.1328692 -24.5166173 -26.0031541 -25.5279851
1145.7 86.9 0.794 9.8 -8 0.86 -4.2 0.858 13 86 -4.3 3000 1.8 0 -1 1 0 0 -25.0745693 -24.7252135 -29.2797197 -31.0471291 -26.4817157 -26.088792 -26.893857 -28.1254814 -30.2282458 -30.0199269 -31.5985568 -32.3193555 -34.0034533 -34.1286555
1074.2 10 0.875 7.9 9.5 0.95 -10 0.899 13 68 6.2 750 7 1 -1 0 0 1 -22.4106653 -21.4458418 -25.8988347 -27.0272517 -22.4543066 -21.8210784 -22.0680345 -22.5142256 -22.8791566 -24.1043665 -26.9565472 -26.3993359 -29.0694512 -28.5705805
1104 85.1 0.659 7.6 8.8 0.87 6.3 0.856 15 36 20.4 3000 60 0 1 0 0 1 -22.5360447 -20.9828141 -25.1705779 -25.9385296 -21.3831717 -20.8791013 -21.2329255 -21.6879593 -22.0835027 -23.3517196 -26.6470717 -25.7155702 -29.0581375 -28.2490608
1098.1 6.4 0.946 1.4 7.2 0.89 9.9 0.926 15 99 3.2 1250 4.4 1 -1 0 0 1 -23.8472861 -22.6843912 -27.0371419 -28.5158132 -23.6707795 -23.0320702 -23.3162032 -23.8416178 -24.280065 -25.5895411 -29.2334834 -28.9939897 -32.4917289 -32.084329
826.8 74.2 0.764 9.3 -2.8 0.85 -6.6 0.925 13 93 2.8 1250 1.1 1 -1 0 1 0 -40.5120931 -38.8043291 -70 -70 -40.6516931 -40.6221861 -41.5039536 -70 -70 -70 -70 -70 -70 -70
875.8 82.5 0.661 0.2 -0.9 0.94 7.2 0.915 15 53 28.8 3000 69.9 0 1 0 1 0 -25.6961719 -22.3302069 -25.529329 -26.0804843 -21.6803786 -21.3868542 -22.0437725 -22.6331334 -23.2298048 -24.4389 -30.2470848 -28.3247685 -34.9191587 -32.9854856
1092.6 45.6 0.68 9.9 -9.1 0.88 8.3 0.852 12 46 26.9 425 44.2 1 1 1 0 0 -23.8422963 -21.2355926 -25.1068938 -25.2304023 -20.8680604 -20.3975657 -20.8459986 -21.2648944 -21.6521354 -23.0869819 -28.0897288 -26.5251023 -32.1555334 -30.8140473
1163.4 89.4 0.717 9.5 5.8 0.89 1.8 0.865 12 74 15.4 450 69.8 1 -1 0 1 0 -23.2514976 -21.3313368 -25.5186285 -26.3868665 -21.6692429 -21.1264336 -21.5262279 -21.9940909 -22.3892741 -23.7633681 -27.9021739 -26.7710891 -30.9788673 -29.7217258
845.8 29.8 0.714 9.6 10 0.89 1.1 0.89 12 97 13.5 1250 15 1 1 0 0 1 -24.6052447 -22.0041197 -26.0659532 -26.8055307 -21.8422849 -21.2643789 -21.7210378 -22.1731392 -22.5397279 -23.950678 -29.2616827 -27.7628397 -33.6784213 -32.1527697
1075.1 78.1 0.711 6.3 -5.6 0.87 -8.4 0.858 12 23 31.2 3000 70.2 0 1 0 0 1 -22.5112325 -20.784078 -25.0114379 -25.5020754 -20.9095954 -20.4328375 -20.772141 -21.1878442 -21.5663061 -22.9080679 -26.4829839 -25.4549067 -29.3564312 -28.598079
948.4 88 0.755 7.2 -2.4 0.9 -7.1 0.852 15 30 31.7 3000 69.8 0 1 0 1 0 -23.2279671 -20.953434 -25.1084976 -25.4974466 -20.8031752 -20.443364 -20.9717272 -21.5118232 -22.0348239 -23.304243 -27.5689857 -26.33602 -31.2537384 -30.1791232
1109.7 56.9 0.948 2.7 -8.1 0.87 9.7 0.925 15 96 14.3 1250 59.6 1 1 0 0 1 -23.506956 -20.970574 -24.9005573 -25.6726179 -20.8276269 -20.2830773 -20.7270731 -21.1669002 -21.5309264 -22.9314503 -28.05674 -26.5390978 -32.1210785 -30.4807501
874.7 85 0.898 0.4 9.8 0.86 6.3 0.886 13 31 35.5 500 30 1 1 0 0 1 -23.9905444 -21.1522043 -24.994825 -25.6809767 -20.5948726 -20.1613669 -20.638006 -21.0481653 -21.4331523 -22.8878296 -28.2288581 -26.529081 -32.5839065 -31.1790957
1039.6 2.2 0.78 9.9 6.9 0.86 -9.7 0.919 13 39 31.8 3000 60.3 0 1 0 0 1 -23.6139176 -20.7103496 -24.2231792 -24.4542181 -20.1410502 -19.6791097 -20.1410502 -20.5359567 -20.8931056 -22.3342049 -27.7150551 -25.9240936 -32.0283645 -30.5231144
878.4 81.8 0.898 10 -7.3 0.87 8.8 0.887 12 58 23.2 800 59.6 1 1 0 0 1 -23.2517483 -20.6108304 -24.5955875 -24.8914722 -20.2495192 -19.7498389 -20.1955831 -20.6126193 -20.9856701 -22.4133717 -27.5457613 -25.9518706 -31.748839 -30.3330395
1017.6 36 0.865 8.2 -0.9 0.94 -3 0.855 14 88 2.7 500 75.9 1 -1 0 1 0 -21.8407552 -20.7968047 -25.4426131 -26.837124 -21.8023697 -21.1440984 -21.4044844 -21.8620753 -22.2328584 -23.4749545 -26.3500873 -25.6359127 -28.2591299 -27.5708672
1080.2 40.8 0.872 0.2 -9.9 0.94 -9.8 0.894 13 92 6.7 750 23.4 1 -1 0 1 0 -23.6029944 -22.1705849 -26.4161084 -27.7328324 -22.9914495 -22.3845235 -22.7198379 -23.1943879 -23.5702333 -24.8590576 -28.2525921 -27.2553282 -30.6601034 -29.6890926
843.8 0.8 0.718 7.5 9.7 0.91 9 0.918 13 58 19.3 750 50.5 1 1 0 0 1 -23.4540219 -21.2831067 -25.050047 -25.766941 -21.373162 -20.8411489 -21.2386016 -21.6731134 -22.049783 -23.4306662 -27.8000317 -26.5191636 -31.0062584 -29.6499322
1086.3 82.1 0.769 9.6 -6.9 0.86 -5.5 0.894 12 32 24 3000 69.8 0 1 1 0 0 -22.0680345 -20.4388391 -24.6352888 -25.271111 -20.6802063 -20.159089 -20.4693991 -20.8696799 -21.2141254 -22.5142256 -25.9496347 -24.9256411 -28.6089213 -27.8286188
1065.1 13.7 0.815 3.9 -8.3 0.93 9 0.864 14 49 2.7 1250 67.2 1 -1 0 1 0 -21.0644893 -20.6288652 -25.2062184 -26.6197839 -21.880037 -21.1851426 -21.3153015 -21.7275684 -22.0780615 -23.196402 -25.2133232 -24.7535095 -26.3084656 -26.0773074
961 83.8 0.751 1.3 -4.5 0.88 7.9 0.896 15 90 10.2 3000 0.8 0 -1 0 1 0 -37.2882853 -35.5805213 -70 -70 -37.4278853 -37.3983783 -38.2801458 -70 -70 -70 -70 -70 -70 -70
844.2 0.5 0.809 3.2 6.3 0.93 -8.3 0.922 15 97 15.9 500 51.7 1 -1 1 0 0 -24.369469 -21.6480929 -25.477052 -26.2618729 -21.4555697 -20.9073089 -21.3816252 -21.8392278 -22.222505 -23.6580912 -29.0980918 -27.4646596 -33.3173567 -31.4637709
1049.3 16.9 0.687 8.8 -8.8 0.92 8.8 0.864 15 42 29.3 3000 4.6 0 1 0 0 1 -25.744103 -23.1283267 -27.0736937 -27.2845985 -22.8895733 -22.5268955 -23.0793572 -23.6131977 -24.1433403 -25.5160918 -30.5103936 -29.136099 -34.9065123 -33.7576183
1091 37 0.876 1.6 8.4 0.93 -8.3 0.872 13 86 9.5 3000 73.5 0 -1 0 1 0 -22.8253621 -21.2213398 -25.9271825 -26.9760951 -21.9009213 -22.3252317 -22.3595612 -22.1224428 -21.972236 -24.0640268 -27.5689857 -27.6457287 -30.3827098 -29.4831677
1068 41.7 0.948 2.5 -8.2 0.94 -9.9 0.907 13 78 3.1 3000 56.9 0 -1 0 0 1 -21.4266654 -20.505738 -25.3647889 -26.65533 -21.4853345 -20.8824961 -21.2234813 -21.7075678 -22.1363149 -23.1363357 -25.5502055 -24.9665746 -27.4808785 -27.019084
827 7 0.721 2.7 -9.9 0.87 9.5 0.925 14 69 22.3 3000 10 0 1 1 0 0 -25.2431762 -22.295408 -25.8191323 -26.352312 -21.9477815 -21.6131581 -22.2767961 -22.926911 -23.6313536 -24.791358 -30.0317705 -28.4501851 -34.4371227 -32.6239147
904 1.2 0.913 0.7 -10 0.92 8.2 0.916 15 48 26.4 450 30.1 1 1 1 0 0 -23.8742494 -21.1619258 -25.2062184 -25.7304072 -20.7005263 -20.2152441 -20.6687777 -21.0843792 -21.4702358 -22.9187919 -28.1024658 -26.4753986 -32.3438879 -31.0162467
805.3 7.2 0.761 9.8 -1 0.93 9.8 0.901 14 47 6.7 500 3.1 1 -1 1 0 0 -23.0657359 -22.4209887 -26.7530555 -28.0062966 -23.6496586 -22.9924162 -23.1972325 -23.6455618 -24.0219969 -25.224076 -27.6121994 -27.1492124 -29.065246 -28.7237507
1041.5 88.6 0.831 2.3 4.7 0.93 -9.5 0.898 15 13 14.5 3000 16.9 0 -1 0 1 0 -21.1325884 -21.0978138 -26.2337868 -27.4288969 -22.5148253 -22.1855777 -23.0218589 -24.4459089 -24.6293068 -26.3492543 -26.1165534 -27.1205956 -26.9489349 -27.4175239
820.1 87.2 0.748 1.1 1.3 0.86 -5.3 0.919 15 14 35.3 3000 29.9 0 1 1 0 0 -21.9576978 -20.5957525 -25.328436 -26.2043048 -20.8721139 -20.4239023 -20.7534158 -21.1811828 -21.5779912 -22.7844746 -25.624688 -24.8908265 -28.0946451 -27.7501425
1189.9 44.1 0.948 9.3 9.1 0.85 8.2 0.918 15 89 -2.5 425 27.6 1 -1 1 0 0 -20.8990488 -20.242075 -24.8386298 -26.2585722 -21.3970026 -20.6917672 -20.8597731 -21.2648944 -21.5900524 -22.7176312 -25.0792349 -24.534087 -26.5942842 -26.191423
1120.5 0.6 0.864 9.9 0.9 0.87 -9.8 0.884 12 57 30.2 3000 8.9 0 1 1 0 0 -25.4608252 -21.8419788 -25.4475575 -25.4420527 -20.8877868 -20.514627 -21.1392359 -21.6390567 -22.1260962 -23.6083516 -30.1969209 -28.0645771 -35.5949041 -33.8895811
908 77.4 0.924 9.8 9.7 0.92 -6.5 0.886 15 33 32.8 1750 9.7 1 1 0 0 1 -23.7191981 -21.1265833 -25.0745693 -25.4278145 -20.759515 -20.3224783 -20.795729 -21.2324262 -21.6413081 -23.10079 -28.1508875 -26.6549532 -32.3726985 -31.144268
863 17.6 0.705 0.1 8.9 0.95 9.8 0.862 15 60 19.3 3000 24.5 1 1 0 0 1 -24.0408576 -21.8136124 -25.5927923 -26.2800949 -21.8322315 -21.2852093 -21.6811601 -22.1019889 -22.4594014 -23.8299297 -28.2911204 -26.9519729 -31.7144257 -30.3861629
1060 73.3 0.859 0.5 -7.3 0.95 9.2 0.854 12 83 10 450 1.4 1 -1 0 1 0 -37.3072366 -35.5994726 -70 -70 -37.4468366 -37.4173296 -38.2990971 -70 -70 -70 -70 -70 -70 -70
